中文名称,英文名称,功能,食品名称,最大使用量(g/kg)
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,以乳为主要配料的即食风味食品或其预制产品（不包括冰淇淋和风味发酵乳）,5.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,其他乳制品（如乳清粉、酪蛋白粉）,5.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,脂肪，油和乳化脂肪制品,10.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,水油状脂肪乳化制品,10.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,脂肪含量80%以上的乳化制品,10.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,人造黄油（人造奶油）及其类似制品（如黄油和人造黄油混合品）,10.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,脂肪含量80%以下的乳化制品,10.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,02.02类以外的脂肪乳化制品，包括混合的和（或）调味的脂肪乳化制品,10.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,脂肪类甜品,10.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,其他油脂或油脂制品,10.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,冷冻饮品（03.04食用冰除外）,5.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,冰淇淋、雪糕类,5.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,--,5.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,风味冰、冰棍类,5.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,其他冷冻饮品,5.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,熟制坚果与籽类（仅限油炸坚果与籽类）,2.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,带壳熟制坚果与籽类,2.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,脱壳熟制坚果与籽类,2.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,油炸面制品,2.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,糕点（07.02.02西式糕点除外）,3.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,中式糕点（月饼除外）,3.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,月饼,3.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,糕点上彩装,3.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,西式糕点,10.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,复合调味料,20.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,固体复合调味料,20.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,固体汤料,20.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,鸡精、鸡粉,20.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,其他固体复合调味料,20.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,半固体复合调味料,20.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,蛋黄酱、沙拉酱,20.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,以动物性原料为基料的调味酱,20.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,以蔬菜为基料的调味酱,20.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,其他半固体复合调味料,20.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,液体复合调味料（不包括12.03，12.04）,20.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,浓缩汤（罐装、瓶装）,20.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,肉汤、骨汤,20.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,调味清汁,20.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,蚝油、虾油、鱼露等,20.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,膨化食品,2.0
丙酸及其钠盐、钙盐,propionic acid, sodium propionate, calcium propionate,防腐剂,豆类制品,2.5
丙酸及其钠盐、钙盐,propionic acid, sodium propionate, calcium propionate,防腐剂,非发酵豆制品,2.5
丙酸及其钠盐、钙盐,propionic acid, sodium propionate, calcium propionate,防腐剂,豆腐类,2.5
丙酸及其钠盐、钙盐,propionic acid, sodium propionate, calcium propionate,防腐剂,豆干类,2.5
丙酸及其钠盐、钙盐,propionic acid, sodium propionate, calcium propionate,防腐剂,豆干再制品,2.5
丙酸及其钠盐、钙盐,propionic acid, sodium propionate, calcium propionate,防腐剂,炸制半干豆腐,2.5
丙酸及其钠盐、钙盐,propionic acid, sodium propionate, calcium propionate,防腐剂,卤制半干豆腐,2.5
丙酸及其钠盐、钙盐,propionic acid, sodium propionate, calcium propionate,防腐剂,熏制半干豆腐,2.5
丙酸及其钠盐、钙盐,propionic acid, sodium propionate, calcium propionate,防腐剂,其他半干豆腐,2.5
丙酸及其钠盐、钙盐,propionic acid, sodium propionate, calcium propionate,防腐剂,腐竹类（包括腐竹、油皮等）,2.5
丙酸及其钠盐、钙盐,propionic acid, sodium propionate, calcium propionate,防腐剂,新型豆制品（大豆蛋白及其膨化食品、大豆素肉等）,2.5
丙酸及其钠盐、钙盐,propionic acid, sodium propionate, calcium propionate,防腐剂,熟制豆类,2.5
丙酸及其钠盐、钙盐,propionic acid, sodium propionate, calcium propionate,防腐剂,发酵豆制品,2.5
丙酸及其钠盐、钙盐,propionic acid, sodium propionate, calcium propionate,防腐剂,腐乳类,2.5
丙酸及其钠盐、钙盐,propionic acid, sodium propionate, calcium propionate,防腐剂,豆豉及其制品（包括纳豆）,2.5
丙酸及其钠盐、钙盐,propionic acid, sodium propionate, calcium propionate,防腐剂,其他豆制品,2.5
丙酸及其钠盐、钙盐,propionic acid, sodium propionate, calcium propionate,防腐剂,原粮,1.8
丙酸及其钠盐、钙盐,propionic acid, sodium propionate, calcium propionate,防腐剂,生湿面制品（如面条、饺子皮、馄饨皮、烧麦皮）,0.25
丙酸及其钠盐、钙盐,propionic acid, sodium propionate, calcium propionate,防腐剂,面包,2.5
丙酸及其钠盐、钙盐,propionic acid, sodium propionate, calcium propionate,防腐剂,糕点,2.5
丙酸及其钠盐、钙盐,propionic acid, sodium propionate, calcium propionate,防腐剂,中式糕点（月饼除外）,2.5
丙酸及其钠盐、钙盐,propionic acid, sodium propionate, calcium propionate,防腐剂,西式糕点,2.5
丙酸及其钠盐、钙盐,propionic acid, sodium propionate, calcium propionate,防腐剂,月饼,2.5
丙酸及其钠盐、钙盐,propionic acid, sodium propionate, calcium propionate,防腐剂,糕点上彩装,2.5
丙酸及其钠盐、钙盐,propionic acid, sodium propionate, calcium propionate,防腐剂,调理肉制品（生肉添加调理料）,3.0
丙酸及其钠盐、钙盐,propionic acid, sodium propionate, calcium propionate,防腐剂,熏、烧、烤肉类,3.0
丙酸及其钠盐、钙盐,propionic acid, sodium propionate, calcium propionate,防腐剂,醋,2.5
丙酸及其钠盐、钙盐,propionic acid, sodium propionate, calcium propionate,防腐剂,酿造食醋,2.5
丙酸及其钠盐、钙盐,propionic acid, sodium propionate, calcium propionate,防腐剂,配制食醋,2.5
丙酸及其钠盐、钙盐,propionic acid, sodium propionate, calcium propionate,防腐剂,酱油,2.5
丙酸及其钠盐、钙盐,propionic acid, sodium propionate, calcium propionate,防腐剂,酿造酱油,2.5
丙酸及其钠盐、钙盐,propionic acid, sodium propionate, calcium propionate,防腐剂,配制酱油,2.5
丙酸及其钠盐、钙盐,propionic acid, sodium propionate, calcium propionate,防腐剂,其他（杨梅罐头加工工艺）,50.0
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,基本不含水的脂肪和油,0.4
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,植物油脂,0.4
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,植物油,0.4
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,氢化植物油,0.4
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,动物油脂（包括猪油、牛油、鱼油和其他动物脂肪等）,0.4
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,无水黄油，无水乳脂,0.4
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,果酱,0.5
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,熟制坚果与籽类（仅限油炸坚果与籽类）,0.2
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,带壳熟制坚果与籽类,0.2
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,脱壳熟制坚果与籽类,0.2
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,油炸面制品,0.2
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,即食谷物，包括碾轧燕麦（片）,0.2
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,方便米面制品,0.2
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,糕点,0.4
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,中式糕点（月饼除外）,0.4
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,西式糕点,0.4
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,月饼,0.4
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,糕点上彩装,0.4
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,焙烤食品馅料及表面用挂浆（仅限含油脂馅料）,0.4
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,腌腊肉制品类（如咸肉、腊肉、板鸭、中式火腿、腊肠）,0.4
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,酱卤肉制品类,0.3
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,白煮肉类,0.3
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,酱卤肉类,0.3
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,糟肉类,0.3
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,熏、烧、烤肉类,0.3
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,油炸肉类,0.3
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,西式火腿（熏烤、烟熏、蒸煮火腿）类,0.3
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,肉灌肠类,0.3
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,发酵肉制品类,0.3
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,预制水产品（半成品）,0.3
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,醋渍或肉冻状水产品,0.3
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,腌制水产品,0.3
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,鱼子制品,0.3
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,风干、烘干、压干等水产品,0.3
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,其他预制水产品（如鱼肉饺皮）,0.3
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,熟制水产品（可直接食用）,0.3
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,熟干水产品,0.3
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,经烹调或油炸的水产品,0.3
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,熏、烤水产品,0.3
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,发酵水产品,0.3
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,鱼肉灌肠类,0.3
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,水产品罐头,0.3
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,水果调味糖浆,0.5
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,复合调味料,0.1
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,固体复合调味料,0.1
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,固体汤料,0.1
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,鸡精、鸡粉,0.1
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,其他固体复合调味料,0.1
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,半固体复合调味料,0.1
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,蛋黄酱、沙拉酱,0.1
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,以动物性原料为基料的调味酱,0.1
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,以蔬菜为基料的调味酱,0.1
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,其他半固体复合调味料,0.1
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,液体复合调味料（不包括12.03，12.04）,0.1
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,浓缩汤（罐装、瓶装）,0.1
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,肉汤、骨汤,0.1
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,调味清汁,0.1
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,蚝油、虾油、鱼露等,0.1
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,植物蛋白饮料,0.1
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,蛋白固体饮料,0.8
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,含乳蛋白固体饮料,0.8
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,乳酸菌含乳蛋白固体饮料,0.8
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,植物蛋白固体饮料,0.8
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,复合蛋白固体饮料,0.8
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,其他蛋白固体饮料,0.8
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,膨化食品,0.2
茶多酚（又名维多酚）,tea polyphenol(TP),抗氧化剂,植物蛋白固体饮料,0.1
茶多酚棕榈酸酯,Tea Polyphenol Palmitate,抗氧化剂,基本不含水的脂肪和油,0.6
茶多酚棕榈酸酯,Tea Polyphenol Palmitate,抗氧化剂,植物油脂,0.6
茶多酚棕榈酸酯,Tea Polyphenol Palmitate,抗氧化剂,植物油,0.6
茶多酚棕榈酸酯,Tea Polyphenol Palmitate,抗氧化剂,氢化植物油,0.6
茶多酚棕榈酸酯,Tea Polyphenol Palmitate,抗氧化剂,动物油脂（包括猪油、牛油、鱼油和其他动物脂肪等）,0.6
茶多酚棕榈酸酯,Tea Polyphenol Palmitate,抗氧化剂,无水黄油，无水乳脂,0.6
赤藓红及其铝色淀,erythrosine, erythrosine aluminum lake,着色剂,凉果类,0.05
赤藓红及其铝色淀,erythrosine, erythrosine aluminum lake,着色剂,装饰性果蔬,0.1
赤藓红及其铝色淀,erythrosine, erythrosine aluminum lake,着色剂,熟制坚果与籽类（仅限油炸坚果与籽类）,0.025
赤藓红及其铝色淀,erythrosine, erythrosine aluminum lake,着色剂,带壳熟制坚果与籽类,0.025
赤藓红及其铝色淀,erythrosine, erythrosine aluminum lake,着色剂,脱壳熟制坚果与籽类,0.025
赤藓红及其铝色淀,erythrosine, erythrosine aluminum lake,着色剂,可可制品、巧克力和巧克力制品（包括代可可脂巧克力及制品）以及糖果（05.01.01可可制品除外）,0.05
赤藓红及其铝色淀,erythrosine, erythrosine aluminum lake,着色剂,可可制品、巧克力和巧克力制品,包括代可可脂巧克力及制品,0.05
赤藓红及其铝色淀,erythrosine, erythrosine aluminum lake,着色剂,可可制品（包括以可可为主要原料的脂、粉、浆、酱、馅等),0.05
赤藓红及其铝色淀,erythrosine, erythrosine aluminum lake,着色剂,巧克力和巧克力制品、除05.01.01以外的可可制品,0.05
赤藓红及其铝色淀,erythrosine, erythrosine aluminum lake,着色剂,代可可脂巧克力及使用可可脂代用品的巧克力类似产品,0.05
赤藓红及其铝色淀,erythrosine, erythrosine aluminum lake,着色剂,糖果,0.05
赤藓红及其铝色淀,erythrosine, erythrosine aluminum lake,着色剂,胶基糖果,0.05
赤藓红及其铝色淀,erythrosine, erythrosine aluminum lake,着色剂,除胶基糖果以外的其他糖果,0.05
赤藓红及其铝色淀,erythrosine, erythrosine aluminum lake,着色剂,糖果和巧克力制品包衣,0.05
赤藓红及其铝色淀,erythrosine, erythrosine aluminum lake,着色剂,装饰糖果（如工艺造型，或用于蛋糕装饰）、顶饰（非水果材料）和甜汁,0.05
赤藓红及其铝色淀,erythrosine, erythrosine aluminum lake,着色剂,糕点上彩装,0.05
赤藓红及其铝色淀,erythrosine, erythrosine aluminum lake,着色剂,肉灌肠类,0.015
赤藓红及其铝色淀,erythrosine, erythrosine aluminum lake,着色剂,肉罐头类,0.015
赤藓红及其铝色淀,erythrosine, erythrosine aluminum lake,着色剂,酱及酱制品,0.05
赤藓红及其铝色淀,erythrosine, erythrosine aluminum lake,着色剂,酿造酱,0.05
赤藓红及其铝色淀,erythrosine, erythrosine aluminum lake,着色剂,配制酱,0.05
赤藓红及其铝色淀,erythrosine, erythrosine aluminum lake,着色剂,复合调味料,0.05
赤藓红及其铝色淀,erythrosine, erythrosine aluminum lake,着色剂,固体复合调味料,0.05
赤藓红及其铝色淀,erythrosine, erythrosine aluminum lake,着色剂,固体汤料,0.05
赤藓红及其铝色淀,erythrosine, erythrosine aluminum lake,着色剂,鸡精、鸡粉,0.05
赤藓红及其铝色淀,erythrosine, erythrosine aluminum lake,着色剂,其他固体复合调味料,0.05
赤藓红及其铝色淀,erythrosine, erythrosine aluminum lake,着色剂,半固体复合调味料,0.05
赤藓红及其铝色淀,erythrosine, erythrosine aluminum lake,着色剂,蛋黄酱、沙拉酱,0.05
赤藓红及其铝色淀,erythrosine, erythrosine aluminum lake,着色剂,以动物性原料为基料的调味酱,0.05
赤藓红及其铝色淀,erythrosine, erythrosine aluminum lake,着色剂,以蔬菜为基料的调味酱,0.05
赤藓红及其铝色淀,erythrosine, erythrosine aluminum lake,着色剂,其他半固体复合调味料,0.05
赤藓红及其铝色淀,erythrosine, erythrosine aluminum lake,着色剂,液体复合调味料（不包括12.03，12.04）,0.05
赤藓红及其铝色淀,erythrosine, erythrosine aluminum lake,着色剂,浓缩汤（罐装、瓶装）,0.05
赤藓红及其铝色淀,erythrosine, erythrosine aluminum lake,着色剂,肉汤、骨汤,0.05
